,Date,State,Dead,Injured,Total,Description,Month,Year,WeekDay,WeekOfYear,YearWeek
518,2019-08-05,Indiana,0,4,4,Four people were wounded in a shooting near the northwest side of Indianapolis.,8,2019,0,32,2019 - 32
519,2021-08-05,California,0,4,4,Four people were wounded in the early morning while standing outside for a gathering near Lake Merritt.,8,2021,3,31,2021 - 31
520,2021-08-05,Michigan,0,4,4,Shortly after midnight four people were wounded in an alley in the city's Westside.,8,2021,3,31,2021 - 31
521,2021-08-05,California,0,4,4,Four people were wounded in the parking lot of a night club during the early morning. Responding officers had to break up multiple fights upon arriving.,8,2021,3,31,2021 - 31
522,2021-08-05,Maryland,4,1,5,A man killed three people and injured a fourth near a townhouse before setting it on fire. Responding officers shot and killed him. The man was reportedly being watched by the FBI before the incident.,8,2021,3,31,2021 - 31
523,2019-08-06,Illinois,0,4,4,Four people were wounded in the Humbdolt neighborhood after an altercation with the suspect.,8,2019,1,32,2019 - 32
524,2019-08-06,Washington,5,0,5,Five people were killed after the perpetrator opened fire on the Yakama Indian Reservation.,8,2019,1,32,2019 - 32
525,2020-08-06,New York,0,4,4,"A woman, two men and a 17-year-old were wounded after an argument escalated in Brooklyn. The shooter fled the scene.",8,2020,3,32,2020 - 32
526,2020-08-06,Tennessee,0,4,4,A home was shot at first then after police investigated the shooters return and opened fire. Four people were injured in the second shooting including an 18-month-old infant.,8,2020,3,32,2020 - 32
527,2021-08-06,Texas,0,5,5,"Four people were shot, and a fifth wounded by bullet fragments in the early morning at a bar. The shooting was believed to be in retaliation of three men being denied entry into the bar.",8,2021,4,31,2021 - 31
528,2021-08-06,Tennessee,1,3,4,Three teenagers were wounded and an adult woman was killed after their cars were boxed in by other vehicles and fired upon. A fourth teenager was injured in a car accident as one of the cars attempted to flee the gunfire.,8,2021,4,31,2021 - 31
529,2021-08-06,Tennessee,1,4,5,Four people were wounded and one killed in an afternoon shooting. The suspect is known to the victims.,8,2021,4,31,2021 - 31
530,2018-08-07,Tennessee,0,4,4,Four people were injured in a shooting.,8,2018,1,32,2018 - 32
531,2018-08-07,Alabama,0,6,6,"Six people, including a suspect, were wounded during a shooting at a bar.",8,2018,1,32,2018 - 32
532,2019-08-07,"Washington, D.C.",0,4,4,Four perpetrators wounded four men in a shooting outside of a 7-Eleven store.,8,2019,2,32,2019 - 32
533,2019-08-07,North Carolina,2,2,4,"Two people were killed and two children—16 and 10-years-old, were wounded after a domestic dispute escalated.",8,2019,2,32,2019 - 32
534,2021-08-07,Connecticut,0,4,4,Four men were wounded by five teenagers who opened fire at the same location they had wounded a woman two days prior. The teenagers were later arrested.,8,2021,5,31,2021 - 31
535,2018-08-08,New Jersey,0,4,4,Four people were wounded by a gunman.,8,2018,2,32,2018 - 32
536,2018-08-08,Pennsylvania,2,4,6,Two people were killed and four were injured in a drive-by shooting in North Philadelphia.,8,2018,2,32,2018 - 32
537,2019-08-08,New Jersey,1,3,4,A gunman wearing body armor killed another man and wounded three responding police officers before being arrested.,8,2019,3,32,2019 - 32
538,2020-08-08,Pennsylvania,0,6,6,"A pregnant woman, three teenagers and two other women were wounded. They were a part of a large BBQ gathering at a public park.",8,2020,5,32,2020 - 32
539,2020-08-08,Massachusetts,0,5,5,Five men were wounded at a house party which was detected by the city's gunshot detection system. Prior a woman from the same party was stabbed.,8,2020,5,32,2020 - 32
540,2020-08-08,New York,1,3,4,"A 18-year-old man was killed and a 22-year-old, 28-year-old, and 29-year-old were injured in a drive by shooting involving multiple suspected perpetrators.",8,2020,5,32,2020 - 32
541,2020-08-08,Alabama,1,5,6,"A man was killed and five people, including an off-duty Birmingham Police officer, were wounded at a motorcycle club in Ensley. The shooting was reported to be due to an altercation escalating, with some of the victims innocent bystanders.",8,2020,5,32,2020 - 32
542,2020-08-08,Kentucky,1,4,5,Shortly before midnight a man was killed and four others wounded in the city's north side.,8,2020,5,32,2020 - 32
543,2021-08-08,Louisiana,0,5,5,Five people were shot in the early morning on Bourbon Street. This was the second weekend in a row with a mass shooting in the city.,8,2021,6,31,2021 - 31
544,2021-08-08,Illinois,1,4,5,A security guard and four others were wounded after a man got into an argument with two security guards outside a club on the South Side.,8,2021,6,31,2021 - 31
545,2021-08-08,Illinois,1,6,7,"Two men were arguing outside a lounge on the South Side, before it escalated. One of the two was killed, and the other along with five bystanders was injured.",8,2021,6,31,2021 - 31
546,2021-08-08,New York,2,3,5,Two men were killed and three wounded at an outdoor event space in Brooklyn shortly after midnight.,8,2021,6,31,2021 - 31
547,2021-08-08,Texas,1,5,6,A man was killed and five others wounded after a fight in a night club escalated out of the club and into the parking lot.,8,2021,6,31,2021 - 31
548,2019-08-09,South Carolina,2,3,5,"Two men were killed and three other individuals injured at a local convenience store, in the early morning.",8,2019,4,32,2019 - 32
549,2019-08-09,Louisiana,1,3,4,A woman shot and killed one woman and injured three others after a continuation of an argument escalated.,8,2019,4,32,2019 - 32
550,2020-08-09,Maryland,0,5,5,Five people including a seventeen-year-old were injured while playing a dice game when a vehicle pulled up and opened fire.,8,2020,6,32,2020 - 32
551,2021-08-09,Missouri,0,4,4,Four people were wounded after two men got into an argument after one was seen arguing and pistol whipping a woman.,8,2021,0,32,2021 - 32
552,2018-08-10,Alabama,0,4,4,Four people were injured when a person in a vehicle fired shots at them at an apartment complex.,8,2018,4,32,2018 - 32
553,2020-08-10,Pennsylvania,1,6,7,At least two gunmen opened fire on a group of people in the city's Frankford neighborhood. One man was killed and six others wounded.,8,2020,0,33,2020 - 33
554,2021-08-10,"Washington, D.C.",1,3,4,"Responding police discovered a deceased man and another wounded, with two more identified at local hospitals.",8,2021,1,32,2021 - 32
555,2021-08-10,Maryland,0,4,4,Four men were wounded in Southeast Baltimore in the afternoon.,8,2021,1,32,2021 - 32
556,2020-08-11,Virginia,0,4,4,Two adults and two children under the age of twelve were wounded in a gated apartment complex.,8,2020,1,33,2020 - 33
557,2020-08-11,Tennessee,0,8,8,Eight people and a dog were injured in a shooting on Commerce Street in the early hours of the morning.,8,2020,1,33,2020 - 33
558,2021-08-11,Pennsylvania,0,4,4,Three teenagers and an adult were wounded after three of them exited a local store in Feltonville and were chased down the street.,8,2021,2,32,2021 - 32
559,2018-08-12,New York,0,5,5,Five people were wounded outside of a nightclub in Queens after a dispute inside the club.,8,2018,6,32,2018 - 32
560,2019-08-12,Texas,2,3,5,"Two men were killed and three injured at an apartment building. The incident was originally reported as a home invasion, although the account was not confirmed.",8,2019,0,33,2019 - 33
561,2019-08-12,Louisiana,1,4,5,"Five people were shot outside a local bar, with one man dying of his injuries at the hospital.",8,2019,0,33,2019 - 33
562,2020-08-12,Louisiana,2,3,5,A group of four men attempted to rob a home at gun point. The home owner opened fire in defense and killed two of the robbers and wounded the other two. The homeowner's four-year-old child was also wounded.,8,2020,2,33,2020 - 33
563,2021-09-01,Texas,1,3,4,"A shooting at a nightclub left one person, a teenager, dead, and three others injured.",9,2021,2,35,2021 - 35
564,2021-09-01,Illinois,6,2,8,A shooting that started in Chicago ended in Evanston left five people dead and two injured before the shooter was shot and killed by police.,9,2021,2,35,2021 - 35
565,2019-09-02,Virginia,0,4,4,Four people were injured in a shooting outside of an apartment complex.,9,2019,0,36,2019 - 36
566,2020-09-02,Ohio,3,2,5,"Three people were killed and two others were injured in a shooting at a club. The conditions of the injured are unknown. According to police, one of the victims was found dead inside a car. At least one suspect is in custody.",9,2020,2,36,2020 - 36
567,2020-09-02,Texas,0,4,4,A heated argument turned violent between a man and a woman in front of a house which led to a shooting. Four people were injured as a result of the shooting and were each transported to a hospital. Three of them were listed in serious condition while the fourth was in stable condition. Two of the injured were charged afterwards.,9,2020,2,36,2020 - 36
568,2021-09-02,Minnesota,1,4,5,2021 Buffalo clinic attack: A nurse was killed and four other people were shot and seriously wounded inside of a health care clinic. The perpetrator had made previous threats to commit a mass shooting at the clinic.,9,2021,3,35,2021 - 35
569,2021-09-02,Texas,0,4,4,Four men were shot and injured in a drive-by shooting at Acres Homes.,9,2021,3,35,2021 - 35
570,2018-09-03,California,5,0,5,"Yountville Shooting: A man entered the Veterans Home of California and held three staff members hostage. He killed the three staff members (and the unborn child of one of the staff members, who was pregnant) before killing himself in a murder–suicide.",9,2018,0,36,2018 - 36
571,2018-09-03,North Carolina,3,1,4,A man killed three people and injured one other in a shooting at a restaurant and bar. He was arrested two days later.,9,2018,0,36,2018 - 36
572,2018-09-04,California,0,4,4,Four people were injured in a shooting outside an apartment complex.,9,2018,1,36,2018 - 36
573,2019-09-04,Missouri,0,4,4,Police found four people with gunshot wounds in front of a residence.,9,2019,2,36,2019 - 36
574,2021-09-04,Texas,1,5,6,"Six people were shot, one fatally, during a shootout between two vehicles. Police say the shooting may have been gang related. One of the wounded was in a non-related vehicle, and another was in his home.",9,2021,5,35,2021 - 35
575,2018-09-05,Missouri,0,4,4,Four people were wounded in a shooting.,9,2018,2,36,2018 - 36
576,2018-09-05,Nebraska,0,4,4,Four people were injured in a suspected drive-by shooting outside an apartment complex.,9,2018,2,36,2018 - 36
577,2020-09-05,Missouri,0,4,4,Four people were wounded during a late night shooting.,9,2020,5,36,2020 - 36
578,2021-09-05,Colorado,7,0,7,2021 Colorado Springs shooting: Six people were killed when a man opened fire at a birthday party in a trailer park. The shooter (Teodoro Macias) took his own life shortly afterwards.,9,2021,6,35,2021 - 35
579,2021-09-05,Arizona,1,7,8,Shortly after midnight a fight broke out at Hyatt Regency Phoenix in Downtown Phoenix with a man was killed and seven others wounded.,9,2021,6,35,2021 - 35
580,2018-09-06,Pennsylvania,1,4,5,Four or five gunmen killed one person and injured four others.,9,2018,3,36,2018 - 36
581,2018-09-06,Massachusetts,0,4,4,Four people were injured in a shooting at a house party.,9,2018,3,36,2018 - 36
582,2018-09-06,North Carolina,0,4,4,Four people were wounded after a gunman began shooting outside a high school graduation party.,9,2018,3,36,2018 - 36
583,2019-09-06,Ohio,1,3,4,"One person was killed and three wounded, after the perpetrator opened fire on a crowd gathered in Kerruish Park.",9,2019,4,36,2019 - 36
584,2019-09-06,New York,0,4,4,Four people were injured in a shooting after a dispute.,9,2019,4,36,2019 - 36
585,2019-09-06,Tennessee,1,3,4,One was killed and three others were injured in a shooting at a nightclub.,9,2019,4,36,2019 - 36
586,2020-09-06,North Carolina,0,5,5,Four adults and a six-year-old child were wounded in a drive-by shooting at a home and vehicle.,9,2020,6,36,2020 - 36
587,2020-09-06,California,2,3,5,Two women were killed and two adults and a 10-year-old child were injured at a child's birthday party late at night.,9,2020,6,36,2020 - 36
588,2020-09-06,Pennsylvania,1,6,7,"Just before midnight, a shootout occurred in an apartment complex in the Northern Liberties neighborhood. Six people were wounded and a man was found dead behind some cars near the complex.",9,2020,6,36,2020 - 36
589,2018-09-07,Florida,1,4,5,"Following a fight, a man was killed and four other people were injured by gunshots. Two people were arrested.",9,2018,4,36,2018 - 36
590,2018-09-07,Delaware,5,0,5,A man killed his wife and three children in their home before killing himself in a murder–suicide.,9,2018,4,36,2018 - 36
591,2019-09-08,Illinois,0,4,4,Four people were injured in a drive-by shooting in Marquette Park.,9,2019,6,36,2019 - 36
592,2019-09-08,Texas,0,4,4,Four men were injured during a shoot-out at a convenience store.,9,2019,6,36,2019 - 36
593,2020-09-08,Texas,0,4,4,"Four men were wounded being a gas station shortly before midnight. The men were playing dice, when a gunman walked up, shot them and fled on foot.",9,2020,1,37,2020 - 37
594,2020-09-08,Colorado,0,10,10,Ten people were injured in a drive-by shooting during a family gathering in a park.,9,2020,1,37,2020 - 37
595,2020-09-08,"Washington, D.C.",1,21,22,"2020 Washington, D.C. block party shooting: A 17-year-old boy was killed and 21 others injured, including an off-duty police officer, at a party in the southeastern section of the nation's capital. Police are looking for three suspects.",9,2020,1,37,2020 - 37
596,2020-09-08,Ohio,0,6,6,Six people were wounded in the early morning after a large gathering turned violent near a shopping center.,9,2020,1,37,2020 - 37
597,2020-09-08,Mississippi,0,4,4,"Four people were wounded in the evening, two of the victims drove away and later crashed outside a local bank.",9,2020,1,37,2020 - 37
598,2021-09-08,Massachusetts,1,5,6,"A woman was killed and five others were injured in a shooting on Irma Street near the Mattapan/Dorchester border. Police arrived at the scene at about 12:30 a.m. and pronounced the woman dead. On August 24, police charged a 37-year-old man with murder in connection to the shooting.",9,2021,2,36,2021 - 36
599,2021-09-08,Michigan,2,4,6,Two teenagers were killed and four others injured at a late-night party at a city park.,9,2021,2,36,2021 - 36
600,2020-09-09,Missouri,1,3,4,A man was killed and three others wounded in the Wellston neighborhood.,9,2020,2,37,2020 - 37
601,2021-09-09,Alabama,1,3,4,Responding officers found one child deceased and two adults and another child injured.,9,2021,3,36,2021 - 36
602,2021-09-09,Illinois,0,7,7,Six adults and a child were wounded in a drive-by shooting. The suspects attempted to flee the area but were hit by a MetroLink train.,9,2021,3,36,2021 - 36
603,2019-09-10,Maryland,1,3,4,"A man was killed and three other individuals, including a 15-year-old boy, were injured.",9,2019,1,37,2019 - 37
604,2021-09-10,New York,1,6,7,Responding officers found one man deceased and six wounded were later found in local hospitals.,9,2021,4,36,2021 - 36
605,2021-09-10,Colorado,1,3,4,Responding officers found one man killed and three wounded.,9,2021,4,36,2021 - 36
606,2021-09-10,Louisiana,2,4,6,Two people were killed and three others wounded after a man went on a multi-parish shooting spree. He was later arrested with a self-inflicted gunshot wound and a dog bite.,9,2021,4,36,2021 - 36
607,2021-09-10,Texas,0,4,4,Three 18-year-olds and a 16-year-old were wounded in South Dallas.,9,2021,4,36,2021 - 36
608,2019-09-11,Georgia,0,4,4,"Two vehicles were shot at, wounding three adults and a 10-year-old child.",9,2019,2,37,2019 - 37
609,2019-09-11,Michigan,0,4,4,Four men were wounded in a drive-by shooting in a parking lot.,9,2019,2,37,2019 - 37
610,2020-09-11,Texas,0,4,4,Two adults and two children were wounded in an afternoon shooting at a local food mart. Police are investigating it as possible gang activity.,9,2020,4,37,2020 - 37
611,2021-09-11,New York,0,4,4,Four teenagers were wounded in an evening shooting.,9,2021,5,36,2021 - 36
612,2021-09-11,South Dakota,3,2,5,Three adults were killed and an adult and child were wounded after an argument escalated inside a home.,9,2021,5,36,2021 - 36
613,2021-09-11,Louisiana,1,4,5,A man was killed and three adults and a teenager wounded in an ambush-style shooting outside a grocery store.,9,2021,5,36,2021 - 36
614,2018-09-12,North Carolina,1,3,4,One person was killed and three others were wounded in a shooting.,9,2018,2,37,2018 - 37
615,2018-09-12,Wisconsin,0,4,4,Four people were injured by gunfire inside a strip club following a fight. One additional person was stabbed.,9,2018,2,37,2018 - 37
616,2021-09-12,Wisconsin,1,5,6,"Responding officers found one person killed and two wounded, with an additional two wounded found at the hospital.",9,2021,6,36,2021 - 36
617,2018-10-02,Kentucky,5,0,5,A gunman killed two people in a home and two other people in an apartment building before killing himself in a murder–suicide.,10,2018,1,40,2018 - 40
618,2020-10-02,Delaware,1,4,5,One person was fatally shot and four others were wounded in a shooting. It was initially reported that three victims were injured but a fourth one was discovered later and refused medical treatment. The four victims suffered non life-threatening injuries.,10,2020,4,40,2020 - 40
619,2021-10-02,Georgia,0,4,4,Four people were injured during a shootout between two vehicles. Two of the injured were minors.,10,2021,5,39,2021 - 39
620,2019-10-03,Colorado,1,4,5,"A conflict between two individuals escalated into a shooting; one man was killed, and four others were injured.",10,2019,3,40,2019 - 40
621,2019-10-03,Louisiana,0,4,4,Three children and one adult were wounded in a drive-by shooting.,10,2019,3,40,2019 - 40
622,2020-10-03,Pennsylvania,2,2,4,Police responding to a shooting discovered two 15-year-old boys killed and a third juvenile injured. A fourth wounded juvenile involved in the shooting was later identified at a medical center.,10,2020,5,40,2020 - 40
623,2021-10-03,Texas,3,1,4,Three people were killed and one was injured in Southwest Houston. Two of the victims were 18-years-old.,10,2021,6,39,2021 - 39
624,2021-10-03,Pennsylvania,0,4,4,Four people were shot in Kensington.,10,2021,6,39,2021 - 39
625,2020-10-04,Michigan,0,4,4,Police were alerted of shots fired shortly after midnight and arrived to find the suspect had fled and the four wounded had transported themselves to the hospital.,10,2020,6,40,2020 - 40
626,2021-10-04,Michigan,0,4,4,"A shooting at an Allendale apartment complex near Grand Valley State University injured four people, leaving one critically injured.",10,2021,0,40,2021 - 40
627,2021-10-04,Connecticut,0,4,4,Four people were wounded in a shooting.,10,2021,0,40,2021 - 40
628,2021-10-04,Tennessee,1,4,5,Five people were shot at an auto repair shop.,10,2021,0,40,2021 - 40
629,2021-10-04,Missouri,1,3,4,"A man shot several people at a convenience store. Police say the man knew one of the victims, but the motive is unclear.",10,2021,0,40,2021 - 40
630,2019-10-05,Pennsylvania,0,5,5,A large group of adult men were ambushed by three teenagers who came out of a breezeway and shot and injured five of them.,10,2019,5,40,2019 - 40
631,2019-10-05,Missouri,0,6,6,"A shooting was reported near Farragut Elementary School, where two men were discovered wounded, and an additional four were identified at the hospital.",10,2019,5,40,2019 - 40
632,2020-10-05,Louisiana,0,5,5,"Multiple gunmen were involved in a shootout at a local food market, wounding five including a minor.",10,2020,0,41,2020 - 41
633,2020-10-05,Texas,0,5,5,"Five people were wounded in a public park where hundreds were gathered, with some reporting the gunfire was fireworks.",10,2020,0,41,2020 - 41
634,2020-10-05,Texas,0,6,6,"A dispute between two neighbors escalated causing five people to be wounded, including a five-year-old girl.",10,2020,0,41,2020 - 41
635,2021-10-05,Alabama,0,7,7,Seven people were injured in a shooting at a package store.,10,2021,1,40,2021 - 40
636,2018-10-06,Illinois,1,5,6,One person was killed and five others were injured in a drive-by shooting.,10,2018,5,40,2018 - 40
637,2018-10-06,Illinois,2,2,4,Two people were killed and two others were wounded after a shooting at a birthday party. The suspect was later taken into custody.,10,2018,5,40,2018 - 40
638,2018-10-06,Florida,1,5,6,One person was killed and five others were injured after a fight in a bar moved outside and a member of one of the groups began shooting.,10,2018,5,40,2018 - 40
639,2018-10-06,California,0,6,6,Six people were injured by gunfire at a birthday party.,10,2018,5,40,2018 - 40
640,2018-10-06,Indiana,1,4,5,A 14-year-old boy was killed and four other people were wounded at a party. A 14-year-old boy was arrested in connection to the shooting.,10,2018,5,40,2018 - 40
641,2018-10-06,Illinois,0,7,7,"Seven people were injured after gunfire broke out at a party. Several men arrived at the home and began to shoot, and an attendee at the party shot back. The police believe the incident was gang-related.",10,2018,5,40,2018 - 40
642,2020-10-06,Ohio,1,3,4,Early in the morning ShotSpotter alerts caused officers to respond to a graduation party. One 18-year-old was killed and with three others wounded.,10,2020,1,41,2020 - 41
643,2020-10-06,California,2,5,7,"A man shot and killed an individual and wounded an officer, responding officers killed the suspect and three officers were wounded after a short manhunt.",10,2020,1,41,2020 - 41
644,2020-10-06,California,1,3,4,"Shortly before midnight, officers discovered three adults men and one juvenile boy wounded by gunfire. One adult man died later at the hospital.",10,2020,1,41,2020 - 41
645,2021-10-06,Michigan,1,3,4,"A drive by shooting on the west side left one dead and three injured, including a six-year-old boy.",10,2021,2,40,2021 - 40
646,2021-10-06,New York,0,4,4,Four people were wounded in a drive by shooting that was potential gang activity.,10,2021,2,40,2021 - 40
647,2021-10-07,Massachusetts,0,4,4,"Four people were wounded in Dorchester, neighbors at first believed it was continuing Independence Day celebrations.",10,2021,3,40,2021 - 40
648,2021-10-07,Ohio,1,3,4,A man was killed and a woman and two children were injured at a gas station in a potential incident of domestic violence.,10,2021,3,40,2021 - 40
649,2021-10-07,Pennsylvania,0,6,6,Six men were wounded after two shooters walked up to them and opened fire shortly before midnight in the North Philadelphia neighborhood of  Hunting Park.,10,2021,3,40,2021 - 40
650,2018-10-08,Michigan,0,4,4,Four people were wounded by a gunman who was later taken into custody.,10,2018,0,41,2018 - 41
651,2018-10-08,Missouri,0,4,4,A man wounded four people at a gas station after shooting at them from his truck. He was arrested by police.,10,2018,0,41,2018 - 41
652,2019-10-08,California,0,4,4,Four people were injured in an overnight shooting in the parking lot of a McDonald's restaurant.,10,2019,1,41,2019 - 41
653,2019-10-08,Virginia,0,4,4,Four people were injured in a shooting.,10,2019,1,41,2019 - 41
654,2021-10-08,Mississippi,2,2,4,A woman and teenager were killed and two other individuals wounded in an evening shooting.,10,2021,4,40,2021 - 40
655,2021-10-08,Oregon,2,4,6,"Two men, identified as rap-artists connected to the Wu-Tang Clan, were killed and four others wounded, in a potential drive-by shooting.",10,2021,4,40,2021 - 40
656,2019-10-09,Illinois,0,4,4,Three young adult males and a 17-year-old boy were injured in the back of a house in the West Town neighborhood.,10,2019,2,41,2019 - 41
657,2020-10-09,Louisiana,3,1,4,"Four minutes after a shooting, police were alerted to a second in which three men died, and one wounded.",10,2020,4,41,2020 - 41
658,2021-10-09,Florida,0,4,4,"Deputies were called after a man got drunk and fired shots into the air. He then opened fire on the security guard and officers, before driving down the road, getting into a car accident and opening fire on those in the car. He wounded the security guards and three in the vehicle.",10,2021,5,40,2021 - 40
659,2019-10-10,Pennsylvania,0,5,5,Five men were wounded after a driver was angered over a game of dice.,10,2019,3,41,2019 - 41
660,2019-10-10,Wisconsin,1,3,4,"A man was killed while another man and two children, ages 10 and 14, were wounded.",10,2019,3,41,2019 - 41
661,2019-10-10,Florida,2,2,4,Two people were killed and two wounded at a mobile home.,10,2019,3,41,2019 - 41
662,2020-10-10,Illinois,1,3,4,Four people were inside a vehicle when they were hit by gunfire near the West Garfield Park on the West Side. A man died and two adults and a seventeen-year-old girl were wounded.,10,2020,5,41,2020 - 41
663,2020-10-10,South Carolina,0,8,8,A man opened fire after he was ejected from a nightclub by firing into the club while standing in the road. Three people were discovered in the club and five were taken to the hospital in private vehicles.,10,2020,5,41,2020 - 41
664,2020-10-10,Missouri,2,2,4,A woman and her six-year-old daughter were killed and her other daughters aged sixteen and ten-years-old were wounded. The woman's boyfriend was arrested as a person of interest.,10,2020,5,41,2020 - 41
665,2021-10-10,Illinois,1,4,5,A man was killed and four others injured in an early morning drive-by outside a Wicker Park nightclub.,10,2021,6,40,2021 - 40
666,2021-10-10,Iowa,0,4,4,Four bystanders were wounded at an after hours club  in an early morning targeted shooting.,10,2021,6,40,2021 - 40
667,2021-10-10,Minnesota,1,14,15,One person was killed and 14 injured in a shootout at a bar.,10,2021,6,40,2021 - 40
668,2021-10-10,South Carolina,2,3,5,Two people were killed and three injured in a shooting near a nightclub.,10,2021,6,40,2021 - 40
669,2021-10-10,Delaware,1,4,5,A man was killed and four others wounded after a drive-by shooting at a house party in the early morning.,10,2021,6,40,2021 - 40
670,2018-10-11,Tennessee,2,4,6,Two people were killed and four people were wounded when they were shot after an argument over gambling.,10,2018,3,41,2018 - 41
671,2019-10-11,Arkansas,0,4,4,"An adult male and three children, aged 12 through 13-years-old, were wounded by an unknown perpetrator while filming a rap music video.",10,2019,4,41,2019 - 41
672,2019-10-11,Tennessee,1,4,5,A woman was killed and four others were wounded during an early morning shooting at a strip club.,10,2019,4,41,2019 - 41
673,2019-10-11,Missouri,0,4,4,Four people were wounded outside a night club after a disturbance escalated.,10,2019,4,41,2019 - 41
674,2020-10-11,Florida,1,7,8,A man was killed and seven other men and teenagers were wounded in a drive-by shooting. A car opened fire on a group gathered at a basketball court next to a Boys & Girls Club.,10,2020,6,41,2020 - 41
675,2019-10-12,New Jersey,6,3,9,"2019 Jersey City shooting: Four people were killed, including a police officer, and another three were injured in an ambush style shootout by a man and woman who were killed by police. The suspects were Black Hebrew Israelites members and targeted a kosher grocery store.",10,2019,5,41,2019 - 41
676,2019-10-12,Texas,4,0,4,"Four people were discovered dead in a home, in either by a murder-suicide or a quadruple homicide. A toddler was also in the home, unharmed.",10,2019,5,41,2019 - 41
677,2020-10-12,Louisiana,2,2,4,Two people were killed and two wounded in a parking lot after an SUV pulled into it.,10,2020,0,42,2020 - 42
678,2020-10-12,Mississippi,0,5,5,Five men were wounded in a late night shooting. They were playing dice outside an apartment complex when a man drove up and started shooting. The man chased them through the complex before fleeing.,10,2020,0,42,2020 - 42
679,2020-10-12,Georgia,0,4,4,Four people were wounded near the Charles Spencer Elementary School during school hours. No students were harmed or in danger.,10,2020,0,42,2020 - 42
680,2021-10-12,North Carolina,0,5,5,Five people were shot in the Grier Heights neighborhood.,10,2021,1,41,2021 - 41
681,2021-10-12,Florida,0,5,5,Five people were shot in a drive-by shooting in the Callahan neighborhood.,10,2021,1,41,2021 - 41
682,2021-10-12,Michigan,1,3,4,"Three teenagers and a baby were shot while in a car near an intersection, killing a 17-year-old girl.",10,2021,1,41,2021 - 41
683,2018-11-01,Missouri,2,2,4,"Four people were discovered in a vehicle, two deceased and two wounded, after police responded to calls of an abandoned car.",11,2018,3,44,2018 - 44
684,2020-11-01,Colorado,0,5,5,"Five people, including three teenagers, were wounded by a 16-year-old shooter at an apartment building.",11,2020,6,44,2020 - 44
685,2021-11-01,Florida,0,4,4,Four teenagers were shot outside an apartment complex in Brownsville in the third mass shooting in Metropolitan Miami in eight days.,11,2021,0,44,2021 - 44
686,2018-11-02,Michigan,4,3,7,Three women were killed and three police officers were wounded before a gunman killed himself in a murder–suicide in a home.,11,2018,4,44,2018 - 44
687,2019-11-02,Texas,5,0,5,"A family member heard sounds of gunfire, and upon investigation, found four adults and one toddler deceased.",11,2019,5,44,2019 - 44
688,2021-11-02,Georgia,1,4,5,"Five people were shot, one fatally in an evening shooting near the Signature Event Center.",11,2021,1,44,2021 - 44
689,2018-11-03,Indiana,0,6,6,Six people were wounded when a man began shooting at a house party. He was arrested.,11,2018,5,44,2018 - 44
690,2018-11-03,Michigan,0,5,5,Five people were injured in a shooting following an argument at a party.,11,2018,5,44,2018 - 44
691,2018-11-03,Illinois,1,3,4,Three people were wounded and one other was fatally injured in a nightclub shooting following a verbal argument.,11,2018,5,44,2018 - 44
692,2019-11-03,New Jersey,0,4,4,Four men were wounded in a shooting inside of a local liquor store.,11,2019,6,44,2019 - 44
693,2021-11-03,South Carolina,1,4,5,One person was killed and four injured outside a motorcycle business.,11,2021,2,44,2021 - 44
694,2021-11-03,New Mexico,1,3,4,"Following an argument, a man shot at a car of people, killing one and wounding three.",11,2021,2,44,2021 - 44
695,2021-11-03,Pennsylvania,2,2,4,"Four people were shot in Overbrook, two fatally. One of the deceased was 16-years-old.",11,2021,2,44,2021 - 44
696,2019-11-04,Maryland,0,4,4,Four men were wounded in a shooting near Druid Hill Park.,11,2019,0,45,2019 - 45
697,2019-11-04,California,1,4,5,One person was killed and four were wounded when suspects fired at them from a car in the Watts neighborhood of Los Angeles.,11,2019,0,45,2019 - 45
698,2019-11-04,Arizona,3,2,5,"A man killed his wife, two of his daughters, and another man, and injured two people who came to try to help one of the victims. All of the victims were shot, with the exception of one of his daughters who was killed by blunt force trauma.",11,2019,0,45,2019 - 45
699,2020-11-04,California,0,6,6,One juvenile and five adults were wounded after at a large party at an apartment complex was fired upon by at least four shooters.,11,2020,2,45,2020 - 45
700,2021-11-04,Kansas,1,3,4,One man was killed and three others wounded at an Airbnb.,11,2021,3,44,2021 - 44
701,2021-11-04,Washington,0,5,5,Five people were shot in a parking lot.,11,2021,3,44,2021 - 44
702,2018-11-05,Oklahoma,1,4,5,"Four police officers were injured in a shootout while trying to execute a search warrant, either by gunfire or from shrapnel from explosives in the home. The suspect was killed.",11,2018,0,45,2018 - 45
703,2018-11-05,Missouri,0,4,4,Two children and two adults were injured when shooters fired at them from two cars.,11,2018,0,45,2018 - 45
704,2019-11-05,Pennsylvania,0,4,4,Four people were wounded in a shooting inside of a residence. The perpetrator was later arrested.,11,2019,1,45,2019 - 45
705,2019-11-05,New Jersey,0,4,4,"A person began shooting at an event that was originally reported to be a rap concert and subsequently described as a birthday party. Four people were injured by the gunfire, and a fifth person suffered a head injury after falling.",11,2019,1,45,2019 - 45
706,2020-11-05,Alabama,0,4,4,Police responding to a call about a gunshot victim discovered one victim with the other three transported to the hospital via private vehicle.,11,2020,3,45,2020 - 45
707,2021-11-05,Maryland,0,4,4,Four people were injured in a shooting at a housing complex in West Baltimore.,11,2021,4,44,2021 - 44
