,Date,State,Dead,Injured,Total,Description,Month,Year,WeekDay,WeekOfYear,YearWeek
195,2018-03-11,New York,0,5,5,Five people were wounded in a shooting outside of a nightclub. The suspect was taken into custody by police.,3,2018,6,10,2018 - 10
196,2019-03-11,Ohio,0,4,4,Officers responding to a Shotspotter alert found four people wounded at a nightclub.,3,2019,0,11,2019 - 11
197,2019-03-11,Texas,1,3,4,"A man shot at five men working on a barn, killing one and injured three others.",3,2019,0,11,2019 - 11
198,2020-03-11,Nevada,4,1,5,A man shot and killed three people at an apartment complex before being shot dead by police. A fifth person was taken to a hospital with gunshot wounds but the condition of the person was not yet known.,3,2020,2,11,2020 - 11
199,2021-03-11,Virginia,3,2,5,A man killed three women and wounded two in a targeted domestic dispute. One of the wounded was targeted and the others attempted to help her.,3,2021,3,10,2021 - 10
200,2021-03-11,Iowa,0,4,4,Four people were wounded in an evening shooting a block away from a middle school.,3,2021,3,10,2021 - 10
201,2021-03-12,Tennessee,2,2,4,Two teenagers were killed and a teenager and an infant were wounded in a drive-by shooting at a gas station.,3,2021,4,10,2021 - 10
202,2018-04-01,Arkansas,1,3,4,A 33-year-old was killed and three others wounded in a common area of an apartment complex.,4,2018,6,13,2018 - 13
203,2019-04-01,California,3,4,7,"An argument at the Torrance bowling alley escalated into a fight and three people were killed by gunshots, at least four others were wounded.  A suspect who was out of prison on parole has been arrested.",4,2019,0,14,2019 - 14
204,2019-04-01,Texas,1,3,4,A man injured his brother and two friends before being killed by a police officer.,4,2019,0,14,2019 - 14
205,2019-04-01,Virginia,3,2,5,A man killed his wife and son in their home and injured two people who were inside a vehicle before killing himself.,4,2019,0,14,2019 - 14
206,2020-04-01,Florida,1,3,4,One man was killed and three men were injured in a mid morning shooting.,4,2020,2,14,2020 - 14
207,2021-04-01,Louisiana,0,4,4,"Three men and a fifteen-year-old boy were involved in a shoot-out in the 7th ward, and subsequently wounded by gunfire.",4,2021,3,13,2021 - 13
208,2021-04-01,Florida,0,7,7,Seven people were injured in a shooting.,4,2021,3,13,2021 - 13
209,2019-04-02,Louisiana,0,4,4,Four people were wounded in an early morning shooting.,4,2019,1,14,2019 - 14
210,2019-04-02,"Washington, D.C.",0,5,5,Four men and an elementary-school-age girl were injured in a shooting at a bus stop.,4,2019,1,14,2019 - 14
211,2021-04-02,North Carolina,2,3,5,"During a hostage situation, a man killed a woman and shot three officers. The man was later killed by police.",4,2021,4,13,2021 - 13
212,2018-04-03,Illinois,1,4,5,One man was killed and four other people were injured in a shooting at a party.,4,2018,1,14,2018 - 14
213,2020-04-03,California,1,5,6,One was killed while five others were injured at a mass shooting during a celebration of life. The gunman is still at large.,4,2020,4,14,2020 - 14
214,2021-04-03,"Washington, D.C.",0,5,5,Several people were injured in a shooting at a convenience store in the Southwest section of the district.,4,2021,5,13,2021 - 13
215,2018-04-04,Louisiana,2,2,4,Two people were killed and two others were injured in a shooting.,4,2018,2,14,2018 - 14
216,2019-04-04,Florida,1,3,4,One person was killed and three were found with gunshot injuries in Panama City.,4,2019,3,14,2019 - 14
217,2019-04-04,Georgia,3,2,5,Two officers responding to a suspected hostage situation were wounded and three individuals were later found deceased in a murder–suicide.,4,2019,3,14,2019 - 14
218,2020-04-04,Florida,1,4,5,"A man shot and wounded his ex-girlfriend's relatives before barricading himself with her and their 9-year-old child in the home. During the standoff an officer was wounded along with the ex-girlfriend, while the man was killed by police.",4,2020,5,14,2020 - 14
219,2020-04-04,Texas,2,2,4,Police responding to a shots fired call found an adult male and a teenage female deceased and two seriously wounded individuals.,4,2020,5,14,2020 - 14
220,2020-04-04,Texas,0,4,4,"Police officers responding to a shots fired call found four wounded individuals, with the shooter arrested later.",4,2020,5,14,2020 - 14
221,2021-04-04,Texas,0,4,4,Four people were wounded in a drive-by shooting.,4,2021,6,13,2021 - 13
222,2021-04-04,Louisiana,0,6,6,Two men were arrested for a shooting at a bar that wounded six people.,4,2021,6,13,2021 - 13
223,2021-04-04,Alabama,1,6,7,"A woman was killed at a park, and six others, including a 5-year-old boy, were wounded.",4,2021,6,13,2021 - 13
224,2018-04-05,North Carolina,0,4,4,Four people were injured in a shooting.,4,2018,3,14,2018 - 14
225,2018-04-05,Illinois,0,4,4,A shooting at a house party wounded four people.,4,2018,3,14,2018 - 14
226,2019-04-05,Delaware,0,4,4,Four people were wounded in a shooting at West 27th and Tatnall Streets.,4,2019,4,14,2019 - 14
227,2019-04-05,Indiana,0,4,4,Three teens and one man were injured after a fight involving between 20 and 30 individuals.,4,2019,4,14,2019 - 14
228,2019-04-05,Missouri,1,4,5,Five people were shot inside of a vehicle; the incident resulted in one death and four injuries.,4,2019,4,14,2019 - 14
229,2018-04-06,Arizona,7,0,7,"2018 Scottsdale shootings: Over the course of several days (May 30, 2018 to June 4, 2018), a man killed a forensic psychologist, two paralegals, a counselor, and a couple from whom he took a handgun. The suspect killed himself when police began closing in on him.",4,2018,4,14,2018 - 14
230,2020-04-06,Alabama,7,0,7,Shortly before midnight authorities responded to a home fire. Once the fire was extinguished seven adults were discovered dead by gunshot wounds.,4,2020,0,15,2020 - 15
231,2021-04-06,Michigan,1,3,4,One person was killed and three injured.,4,2021,1,14,2021 - 14
232,2018-04-07,Georgia,1,3,4,"After a bar fight spilled into a parking lot, shots were fired, killing one person and wounding three others.",4,2018,5,14,2018 - 14
233,2018-04-07,Indiana,1,3,4,One person was killed and three were wounded.,4,2018,5,14,2018 - 14
234,2019-04-07,California,0,4,4,"Four people, including a 15-year-old girl were wounded, after two perpetrators opened fire in the Historic South-Central neighborhood.",4,2019,6,14,2019 - 14
235,2019-04-07,Illinois,0,4,4,Four people were wounded after an argument escalated.,4,2019,6,14,2019 - 14
236,2019-04-07,California,1,3,4,One person was killed and three were injured after gunfire erupted at an Independence Day celebration.,4,2019,6,14,2019 - 14
237,2019-04-07,Illinois,1,3,4,"One man was killed and three were wounded, after a suspect opened fire from a vehicle.",4,2019,6,14,2019 - 14
238,2020-04-07,Illinois,4,4,8,"Four people are killed, and at least four more were injured at an outdoor gathering in Englewood when four men opened fire into a crowd. No suspects have been arrested.",4,2020,1,15,2020 - 15
239,2020-04-07,Illinois,1,3,4,A man was killed and three others injured in a late night shooting in South Chicago.,4,2020,1,15,2020 - 15
240,2020-04-07,Mississippi,1,3,4,"An early morning shooting occurred at a nightclub, after an altercation escalated. One person was killed and three others wounded.",4,2020,1,15,2020 - 15
241,2020-04-07,Georgia,0,5,5,"A group of people were fired at by an individual in a vehicle, shortly before midnight. Five people were wounded.",4,2020,1,15,2020 - 15
242,2020-04-07,Louisiana,0,4,4,Two adults and two children were injured in a drive-by shooting.,4,2020,1,15,2020 - 15
243,2020-04-07,Massachusetts,1,4,5,A man was killed and four others injured at a July 4 cookout.,4,2020,1,15,2020 - 15
244,2020-04-07,Maryland,1,3,4,"Four men were wounded in Marlow Heights, one man later died at the hospital.",4,2020,1,15,2020 - 15
245,2021-04-07,Ohio,0,4,4,Four adults were wounded in an evening shooting.,4,2021,2,14,2021 - 14
246,2021-04-07,Nebraska,1,4,5,"A group of people were fired upon in a parking lot, leaving one dead and four injured.",4,2021,2,14,2021 - 14
247,2021-04-07,Ohio,2,3,5,Two people were killed and three injured in a shooting at a large teen party at a city park.,4,2021,2,14,2021 - 14
248,2021-04-07,Illinois,0,4,4,Four people were wounded in a shooting at a rap concert.,4,2021,2,14,2021 - 14
249,2021-04-07,Missouri,0,4,4,"Four adults were wounded at a local club, and all refused to talk with law enforcement about the incident.",4,2021,2,14,2021 - 14
250,2021-04-07,California,0,4,4,"An overnight shooting left four injured, two critically.",4,2021,2,14,2021 - 14
251,2021-04-07,Texas,3,2,5,A shooting at a neighborhood block party left three people dead and two injured.,4,2021,2,14,2021 - 14
252,2021-04-07,Texas,0,8,8,Eight people were wounded near a local car wash in the early morning.,4,2021,2,14,2021 - 14
253,2021-04-07,Illinois,0,4,4,Two juveniles and two others were injured on Sunday night.,4,2021,2,14,2021 - 14
254,2021-04-07,Texas,0,5,5,A shooting at an Independence Day gathering in southeast Dallas left at least four people wounded.,4,2021,2,14,2021 - 14
255,2021-04-07,Illinois,0,5,5,Two juveniles and three adults were wounded in a shooting.,4,2021,2,14,2021 - 14
256,2018-04-08,Missouri,0,6,6,Six people were shot when a man pulled a handgun from his waistband during a fight. The suspect was taken into custody.,4,2018,6,14,2018 - 14
257,2018-04-08,Illinois,1,3,4,One person was killed and three were injured in the Austin neighborhood of Chicago.,4,2018,6,14,2018 - 14
258,2018-04-08,Nevada,0,6,6,Six people were injured during a shooting at a house party.,4,2018,6,14,2018 - 14
259,2018-04-08,Wisconsin,0,4,4,Four people were injured when a gunman began shooting from a car at a group of people who were grilling and playing basketball in a park.,4,2018,6,14,2018 - 14
260,2019-04-08,Tennessee,1,3,4,One man was killed and three others were injured in an early morning shooting.,4,2019,0,15,2019 - 15
261,2019-04-08,Ohio,10,27,37,"2019 Dayton shooting: A gunman killed nine people and injured 27 outside of a bar after he was denied entry, before being killed by police.",4,2019,0,15,2019 - 15
262,2019-04-08,Illinois,0,7,7,Seven people were wounded in a drive-by shooting near Douglass Park.,4,2019,0,15,2019 - 15
263,2019-04-08,Mississippi,0,4,4,Four people were discovered wounded in an overnight shooting.,4,2019,0,15,2019 - 15
264,2019-04-08,Illinois,1,7,8,One person was killed and seven others were injured in a shooting in the Lawndale community.,4,2019,0,15,2019 - 15
265,2020-04-08,Wisconsin,0,4,4,Four people were wounded in Garner Park during a memorial service for a recently deceased individual. Over 300 people were gathered when gunfire broke out and a fifth person was injured fleeing.,4,2020,2,15,2020 - 15
266,2020-04-08,"Washington, D.C.",0,4,4,Four men were wounded in an evening shooting.,4,2020,2,15,2020 - 15
267,2020-04-08,California,1,4,5,A woman was killed and four others were injured at a rented mansion house party. The home was on the famed Mulholland Drive in the Beverly Crest neighborhood.,4,2020,2,15,2020 - 15
268,2020-04-08,Connecticut,1,5,6,A man was killed and five others injured after an early morning shooting at a large gathering at a warehouse.,4,2020,2,15,2020 - 15
269,2020-04-08,Missouri,1,3,4,A woman was killed and two adults and a 17-year-old were injured near the former ABB manufacturing plant. The plant was the scene of a mass shooting in 2010.,4,2020,2,15,2020 - 15
270,2021-04-08,Pennsylvania,0,4,4,Four adults were wounded a block away from Temple University Hospital.,4,2021,3,14,2021 - 14
271,2019-04-09,Florida,0,4,4,Three adults and a child were wounded in a shooting.,4,2019,1,15,2019 - 15
272,2019-04-09,Louisiana,2,2,4,"A man and a seven-year-old girl were killed, and another man and a 11-year-old boy were injured after an argument apparently escalated.",4,2019,1,15,2019 - 15
273,2021-04-09,Alabama,2,2,4,Two people were killed and two injured after an argument inside a strip mall store escalated. Three people were arrested and one went on the run.,4,2021,4,14,2021 - 14
274,2021-04-09,Louisiana,1,3,4,"Responding officers found four people injured, with one later dying at the hospital.",4,2021,4,14,2021 - 14
275,2021-04-09,"Washington, D.C.",3,3,6,"Six people were found injured in Northwest DC, with three later dying at a hospital.",4,2021,4,14,2021 - 14
276,2021-04-09,Georgia,1,4,5,A teenager was killed and four others injured while attending a block party.,4,2021,4,14,2021 - 14
277,2021-04-09,Illinois,0,5,5,Five people were injured in a drive-by shooting in Lawndale shortly after midnight.,4,2021,4,14,2021 - 14
278,2021-04-09,Pennsylvania,0,4,4,A teenager shot four people on the street in Homewood South.,4,2021,4,14,2021 - 14
279,2018-04-10,Georgia,0,4,4,Four people were wounded when they were injured in a gang-related shooting.,4,2018,1,15,2018 - 15
280,2018-04-10,New Mexico,1,3,4,"Several people began firing at teenagers in a car, killing one and wounding three. Police believe they were targeting people with whom they had been in a dispute on social media, and that the teenagers were mistakenly targeted. Seven suspects were arrested on various charges related to the shooting, including three people charged with first-degree murder.",4,2018,1,15,2018 - 15
281,2020-04-10,Indiana,3,4,7,Police responding to reports of an early morning shooting found three men dead outside an establishment. Four additional wounded were identified at the hospital after transporting themselves.,4,2020,4,15,2020 - 15
